clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
 L X? ,3573-0,3573-15,,,"[['<Throat_clearing> L X? /', 'qy^d']]",3573-14,1463,<Throat_clearing> L X? /,,[]
It was an L X? ,3573-0,3573-17,,,"[['It was an L X? /', 'qy^d']]",3573-16,1463,It was an L X? /,,[]
"Uhhuh, yours is a four door. ",3573-0,3573-19,,,"[['Uh-huh,  /', 'b'], ['yours is a four door. /', 'qy^d']]",3573-18,1463,"Uh-huh,  /yours is a four door. /",,[]
" Well,  a brand new Volvo costs, what, thirty thousand dollars? ",3573-0,3573-55,,,"[['{D Well, } a brand new Volvo costs,  what, thirty thousand dollars? /', 'qy^d']]",3573-54,1463,"{D Well, } a brand new Volvo costs,  what, thirty thousand dollars? /",,[]
"  so    you,  you,   you  probably go everywhere ",3596-0,3596-9,,,"[['-- {C so } [ [ you, + you, ] + you ]  probably go everywhere --', 'qy^d']]",3596-8,1435,"-- {C so } [ [ you, + you, ] + you ]  probably go everywhere --",,[]
 and have all sorts of weather. I imagine its kind of an experience also trying to land and take off in the weather. ,3596-0,3596-11,,,"[['-- and have all sorts of weather.  /', '+'], [""I imagine it's kind of an experience also trying to land and take off in the weather. /"", 'qy^d']]",3596-10,1435,-- and have all sorts of weather.  /I imagine it's kind of an experience also trying to land and take off in the weather. /,,[]
"Yeah.  So  I imagine  you,   uh,   oh,  with all this kind of weather it,  uh,  makes it kind of dangerous for you.  ",3596-0,3596-31,,,"[['Yeah.  /', 'ny'], ['{D So } I imagine [ you, + {F uh, }   {F oh, } with all this kind of weather it, {F uh, } makes it kind of dangerous for you. ] /', 'qy^d']]",3596-30,1435,"Yeah.  /{D So } I imagine [ you, + {F uh, }   {F oh, } with all this kind of weather it, {F uh, } makes it kind of dangerous for you. ] /",,[]
 Down here? ,3596-0,3596-95,,,"[['<Laughter> Down here? /', 'qy^d']]",3596-94,1435,<Laughter> Down here? /,,[]
Not in Minnesota . ,3596-0,3596-97,,,"[['Not in Minnesota <laughter>. /', 'qy^d']]",3596-96,1435,Not in Minnesota <laughter>. /,,[]
" Well,  Ill have to come and see them . That sounds like a good idea. I,  you know,    and   thats,  that is  right, it is out of necessity  because  lot of the things  that,    uh,   well,  we cant be able to afford,  but  also  I,  I  sometimes think that,  uh,  I enjoy doing that  and  I like to get out  and,  and,   uh,  to work with my hands  and,   uh,  sounds like you got some real nice tools, too. Do you think you would be able to do some more if you had more tools and different tools? ",3651-0,3651-14,,,"[[""{D Well, } I'll have to come and  see them <laughter>.  /"", 'co'], ['That sounds like a good idea.  /', 'sv'], ['I, {D you know, } - /', '%'], [""{C and } [ that's, +   that is ] right,  /"", 'sv'], ['it is out of necessity  /', 'sv'], [""{C because } lot of the things [ that, + ] {F uh, } {D well, } we can't be able to afford,  /"", 'sd'], ['{C but } also [ I, + I ] sometimes think that, {F uh, } I enjoy doing that  /', 'sd'], ['{C and } I like to get out [ and, +  and, ]  {F uh, } to work with my hands  /', 'sd'], ['{C and, } {F uh, } sounds like you got some real nice tools, too.  /', 'qy^d'], ['Do you think you would be able to do   some more if you had more tools and  different tools? /', 'qy']]",3651-13,1474,"{D Well, } I'll have to come and  see them <laughter>.  /That sounds like a good idea.  /I, {D you know, } - /{C and } [ that's, +   that is ] right,  /it is out of necessity  /{C because } lot of the things [ that, + ] {F uh, } {D well, } we can't be able to afford,  /{C but } also [ I, + I ] sometimes think that, {F uh, } I enjoy doing that  /{C and } I like to get out [ and, +  and, ]  {F uh, } to work with my hands  /{C and, } {F uh, } sounds like you got some real nice tools, too.  /Do you think you would be able to do   some more if you had more tools and  different tools? /",,[]
" How,  how  was the,  uh,    s,  you say  you lived in the Denver area before? ",3773-0,3773-100,,,"[['[ How, +  how ] was the, {F uh, } - /', 'qw'], ['[ s-, +  you say ] you lived in the Denver area before? /', 'qy^d']]",3773-99,1478,"[ How, +  how ] was the, {F uh, } - /[ s-, +  you say ] you lived in the Denver area before? /",,[]
"I dont know. Coming from Texas youre probably,  I dont know I shouldnt make stereo types,  but  gun control is probably frowned on quite a bit down there I would think. ",4080-0,4080-12,,,"[[""I don't know.  /"", 'h'], [""Coming from Texas  you're probably, - /"", 'qy^d'], [""I don't know  /"", 'h'], [""I shouldn't make stereo types,  /"", 'sd'], ['{C but } gun control is  probably frowned on quite a bit down there I would think. /', 'sv']]",4080-11,1360,"I don't know.  /Coming from Texas  you're probably, - /I don't know  /I shouldn't make stereo types,  /{C but } gun control is  probably frowned on quite a bit down there I would think. /",,[]
"Youre a sophomore,  so  you have a few more years. ",4149-0,4149-58,,,"[[""You're a sophomore,  /"", 'bk^m'], ['{D so } you have a few more years. /', 'qy^d']]",4149-57,1600,"You're a sophomore,  /{D so } you have a few more years. /",,[]
"Uhhuh,  well,  good for you. Good for you. Yeah, I imagine it,  uh,  is a little difficult to stick with a budget during that, during school and so it forth. ",4149-0,4149-60,,,"[['Uh-huh,  /', 'b'], ['{D well, } good for you.  /', 'ba'], ['Good for you.  /', 'ba^r'], ['Yeah,  /', '%'], ['I imagine it,  {F uh, } is a little difficult to stick with a budget during  that, during school and so it forth. /', 'qy^d']]",4149-59,1600,"Uh-huh,  /{D well, } good for you.  /Good for you.  /Yeah,  /I imagine it,  {F uh, } is a little difficult to stick with a budget during  that, during school and so it forth. /",,[]
"Okay. Then thats,  uh,  kind of a private organization, ",2065-0,2065-132,,,"[['Okay.  /', 'b'], [""Then that's, {F uh, } kind of  a private organization, /"", 'qy^d']]",2065-131,1064,"Okay.  /Then that's, {F uh, } kind of  a private organization, /",,[]
" Oh,  there sure is  and,   uh,   that,   I mean  they  really are.  Uh,  now  Incavalia  I dont know how familiar you are with him  but,  last year I was kind of thinking he sure did get in a slump. ",2105-0,2105-65,,,"[['{F Oh, } there sure is  /', 'aa'], ['{C and, } {F uh, } [ that, +  {E I mean } they ]  really are.  /', 'sv'], [""{F Uh, } now (( Incavalia ))  I don't know how familiar  you are with him  /"", 'qy^d'], ['{C but, } last year I was kind of thinking he sure did get in a slump. /', 'sv']]",2105-64,1133,"{F Oh, } there sure is  /{C and, } {F uh, } [ that, +  {E I mean } they ]  really are.  /{F Uh, } now (( Incavalia ))  I don't know how familiar  you are with him  /{C but, } last year I was kind of thinking he sure did get in a slump. /",,[]
 So  you put the milk in the cornstarch? ,2187-0,2187-107,,,"[['{C So } you put the milk in the cornstarch? /', 'qy^d']]",2187-106,1214,{C So } you put the milk in the cornstarch? /,,[]
 And then  put that back in the saucepan? ,2187-0,2187-109,,,"[['{C And then } put that back in the saucepan? /', 'qy^d']]",2187-108,1214,{C And then } put that back in the saucepan? /,,[]
What about in international trials. Do you think they should have a jury there? ,2309-0,2309-45,,,"[['What about in international trials.  /', 'qy^d'], ['Do you think they should have a jury there? /', 'qy']]",2309-44,1022,What about in international trials.  /Do you think they should have a jury there? /,,[]
" Uh,  is that the crime  and  its already,   some chart and determine the punishment,  or.  ",2309-0,2309-63,,,"[['{F Uh, } is that the crime  /', 'qy^h'], [""{C and } it's already,  ((   ))  some chart and determine the punishment,  /"", 'qy^d'], ['{C or. } -/', '%']]",2309-62,1022,"{F Uh, } is that the crime  /{C and } it's already,  ((   ))  some chart and determine the punishment,  /{C or. } -/",,[]
"Yeah,  so  basically if you want to take the risk . ",2313-0,2313-9,,,"[['Yeah,  /', 'b'], ['{C so } basically if you want  to take the risk <laughter>. /', 'qy^d']]",2313-8,1039,"Yeah,  /{C so } basically if you want  to take the risk <laughter>. /",,[]
"Yeah,    and,    and  its,    so  its  business,   so,    and   you notice that  theyre,  theyre  only going to do it to  like  cars that are one or two years old. ",2313-0,2313-29,,,"[['Yeah,  /', 'b'], [""[ [ {C and, } +  {C and }      it's, ] + {C so } it's ] business,  /"", 'sd'], [""[ {C so, } +  {C and ] } you notice that [ they're, +  they're ] only going to do it to {D like }  cars that are one or two years old. /"", 'qy^d']]",2313-28,1039,"Yeah,  /[ [ {C and, } +  {C and }      it's, ] + {C so } it's ] business,  /[ {C so, } +  {C and ] } you notice that [ they're, +  they're ] only going to do it to {D like }  cars that are one or two years old. /",,[]
"I didnt think you could, any thing on  a loan   or, ",2313-0,2313-43,,,"[[""I didn't think you could,  /"", 'qy^d'], ['any thing on [ a loan +  {E or, }', 'sd']]",2313-42,1039,"I didn't think you could,  /any thing on [ a loan +  {E or, }",,[]
"Sounds like  youre,  youre   very respon,  very financially responsible.   Its,   uh, ",2313-0,2313-56,,,"[[""Sounds like [ you're, +  you're ]  [ very respon-, +  very financially responsible. ]  /"", 'qy^d'], [""[ It's, +  {F uh, }"", '%']]",2313-55,1024,"Sounds like [ you're, +  you're ]  [ very respon-, +  very financially responsible. ]  /[ It's, +  {F uh, }",,[]
"The U S involvement in there,  then I guess even though. ",2452-0,2452-2,,,"[['The U S involvement in there, <sigh>  then I guess even though. -/', 'qy^d']]",2452-1,1092,"The U S involvement in there, <sigh>  then I guess even though. -/",,[]
"I know, isnt that amazing the way that they will find their cause no matter what situation they see theyre going to find their cause whether it truly exists or not. ",2452-0,2452-140,,,"[['I know,  /', 'aa'], [""isn't that amazing the way  that they will find their cause  /"", 'qy^d'], [""no matter what situation they see they're  going to find their cause whether it truly exists or not. /"", 'sv']]",2452-139,1092,"I know,  /isn't that amazing the way  that they will find their cause  /no matter what situation they see they're  going to find their cause whether it truly exists or not. /",,[]
"yeah,  I,  I  think you understand what Im getting at, ",2537-0,2537-69,,,"[['yeah,  /', 'b^m'], [""[ I, +  I ] think you  understand what I'm getting at, /"", 'qy^d']]",2537-68,1016,"yeah,  /[ I, +  I ] think you  understand what I'm getting at, /",,[]
" Now,   now   were,  were  in Texas now  and  youre in Texas, right. ",2620-0,2620-44,,,"[[""{D Now, } {D now } [ we're, +  we're ]  in Texas now  /"", 'sd'], [""{C and } you're in Texas,  /"", 'qy^d'], ['right. /', '^g']]",2620-43,1052,"{D Now, } {D now } [ we're, +  we're ]  in Texas now  /{C and } you're in Texas,  /right. /",,[]
"Thats neat,  so  you kind of,  uh,   uh,  an everyday camper . ",2620-0,2620-72,,,"[[""That's neat,  /"", 'sv'], ['{C so } you kind of,  {F uh, } {F uh, } an everyday camper <laughter>. /', 'qy^d']]",2620-71,1052,"That's neat,  /{C so } you kind of,  {F uh, } {F uh, } an everyday camper <laughter>. /",,[]
" Well,  you realize why we were in the Middle East. Why we invaded Iraq, why we were ",2766-0,2766-8,,,"[['{D Well, } you realize why we were  in the Middle East.  Why we invaded Iraq, why we were --', 'qy^d']]",2766-7,1251,"{D Well, } you realize why we were  in the Middle East.  Why we invaded Iraq, why we were --",,[]
" It,  it  astound, you realize that the Kuwaiti government gives every Kuwaiti man, woman, and child money. ",2766-0,2766-114,,,"[['[ It, +  it ] astound,  /', 'sv'], ['you realize that the Kuwaiti government gives every Kuwaiti man, woman, and child money. /', 'qy^d']]",2766-113,1251,"[ It, +  it ] astound,  /you realize that the Kuwaiti government gives every Kuwaiti man, woman, and child money. /",,[]
"Yeah it is,  um,  my children had a,  uh,  real culture shock,  uh,  when we lived in Plano, I guess, I dont know if youve heard about the Plano school district,  but. ",2797-0,2797-110,,,"[['Yeah  /', 'aa'], ['it is, {F um, }  /', 'sv'], ['my children had  a, {F uh, } real culture shock, {F uh, } when we lived in Plano,  /', 'sd'], [""I guess, I don't know if you've  heard about the Plano school district,  /"", 'qy^d'], ['{C but. }', 'sd']]",2797-109,1108,"Yeah  /it is, {F um, }  /my children had  a, {F uh, } real culture shock, {F uh, } when we lived in Plano,  /I guess, I don't know if you've  heard about the Plano school district,  /{C but. }",,[]
"All right,  uh,  you have pets, I understand, a couple of them. ",2806-0,2806-0,,,"[['All right, {F uh, }  /', 'o'], ['you have pets, I understand,  a couple of them. /', 'qy^d']]",,1229,"All right, {F uh, }  /you have pets, I understand,  a couple of them. /",,[]
"Isnt that funny the way we put,  you know,   um,  human characteristics on an animal like  that   an,    an,     i,  i,   its,   ",2806-0,2806-75,,,"[[""Isn't that funny the way we put,  {D you know, } {F um, } human characteristics on an animal like # that  /"", 'qy^d'], [""[ {C an, } + {C an, } ]   [ [ i-, +  i-, ] + it's, ] # -/"", '%']]",2806-74,1252,"Isn't that funny the way we put,  {D you know, } {F um, } human characteristics on an animal like # that  /[ {C an, } + {C an, } ]   [ [ i-, +  i-, ] + it's, ] # -/",,[]
" Oh,  you did? ",2849-0,2849-2,,,"[['{F Oh, } you did? /', 'qy^d']]",2849-1,1014,"{F Oh, } you did? /",,[]
"  You dont use,   you dont use  the medical insurance? ",2887-0,2887-22,,,"[[""# [ You don't use, + # you don't use ]  the medical insurance? /"", 'qy^d']]",2887-21,1086,"# [ You don't use, + # you don't use ]  the medical insurance? /",,[]
"You use  your,  your  companys? ",2887-0,2887-24,,,"[[""You use [ your, +  your ] company's? /"", 'qy^d']]",2887-23,1086,"You use [ your, +  your ] company's? /",,[]
" E D S   is m,  is better  than Spring Creek? ",2887-0,2887-157,,,"[['# E D S #  [ is m-, +  is better ]  than Spring Creek? /', 'qy^d']]",2887-156,1260,"# E D S #  [ is m-, +  is better ]  than Spring Creek? /",,[]
"  So  I thought that was really interesting the way that they did that.  Oh,   and so  you must watch a lot of,  uh,  Disney or cartoons then? ",2992-0,2992-16,,,"[['<Laughter> {C So } I thought that was  really interesting the way that they did that.  /', 'sv'], ['{F Oh, } {C and so } you must watch a  lot of, {F uh, } Disney or cartoons then? /', 'qy^d']]",2992-15,1094,"<Laughter> {C So } I thought that was  really interesting the way that they did that.  /{F Oh, } {C and so } you must watch a  lot of, {F uh, } Disney or cartoons then? /",,[]
"Stay. Uhhuh, uhhuh.  You know,   and  if you notice on DALLAS, they lost all the women. ",2992-0,2992-78,,,"[['Stay.  /', 'b^m'], ['Uh-huh,  /', 'b'], ['uh-huh.  /', 'b^r'], ['{D You know, }  {C and } if you notice on DALLAS, they lost all the women. /', 'qy^d']]",2992-77,1094,"Stay.  /Uh-huh,  /uh-huh.  /{D You know, }  {C and } if you notice on DALLAS, they lost all the women. /",,[]
 And  it was all a big package deal ,3190-0,3190-51,,,"[['{C And } it was all a big package deal --', 'qy^d']]",3190-50,1324,{C And } it was all a big package deal --,,[]
" Oh,  with the Santa Claus on the cover. ",3190-0,3190-94,,,"[['{F Oh, } with the Santa Claus on the cover. /', 'qy^d']]",3190-93,1361,"{F Oh, } with the Santa Claus on the cover. /",,[]
Did you? ,3194-0,3194-31,,,"[['Did you? /', 'qy^d']]",3194-30,1262,Did you? /,,[]
"Good,  well   Im,  my names  Gail,  and  I guess we have to,",3196-0,3196-6,,,"[['Good,  /', 'ba'], [""{D well } [ I'm, +  my name's ]  Gail,  /"", 'sd'], ['{C and } I guess we have to,', 'qy^d']]",3196-5,1366,"Good,  /{D well } [ I'm, +  my name's ]  Gail,  /{C and } I guess we have to,",,[]
"Okay,  well,  if youre ready, then  uh,  ",3196-0,3196-10,,,"[['Okay,  /', 'b'], [""{D well, } if you're ready, then {F uh, } -/"", 'qy^d']]",3196-9,1366,"Okay,  /{D well, } if you're ready, then {F uh, } -/",,[]
"Okay,  so  youre into microwave cooking. ",3225-0,3225-0,,,"[['Okay,  /', 'o'], [""{D so } you're into microwave cooking. /"", 'qy^d']]",,1417,"Okay,  /{D so } you're into microwave cooking. /",,[]
"I dont know if you get SOUTHERN LIVING,  but     ",3225-0,3225-51,,,"[[""I don't know if you get SOUTHERN LIVING,  /"", 'qy^d'], ['{C but }  ((   ))  -- -/', '%']]",3225-50,1414,"I don't know if you get SOUTHERN LIVING,  /{C but }  ((   ))  -- -/",,[]
sounds like youve got a houseful. ,3355-0,3355-61,,,"[[""sounds like you've got a houseful. /"", 'qy^d']]",3355-60,1419,sounds like you've got a houseful. /,,[]
"Sure.  Well,  it sounds like you tend to drive your cars quite a ways also then. ",3386-0,3386-8,,,"[['Sure.  /', 'b'], ['{D Well, } it sounds like  you tend to drive your cars quite a ways also then. /', 'qy^d']]",3386-7,1426,"Sure.  /{D Well, } it sounds like  you tend to drive your cars quite a ways also then. /",,[]
Theyre really good? ,3421-0,3421-31,,,"[[""They're really good? /"", 'qy^d']]",3421-30,1353,They're really good? /,,[]
Did you. ,3453-0,3453-40,,,"[['Did you. /', 'qy^d']]",3453-39,1383,Did you. /,,[]
They went all the way down? ,3453-0,3453-54,,,"[['They went all the way down? /', 'qy^d']]",3453-53,1383,They went all the way down? /,,[]
I dont know if youve ever looked at a Continental. ,3453-0,3453-67,,,"[[""I don't know if you've ever looked at a Continental. /"", 'qy^d']]",3453-66,1436,I don't know if you've ever looked at a Continental. /,,[]
" Oh,  he is going to build you a fence. ",3666-0,3666-32,,,"[['{F Oh, } he is going to build you a fence. /', 'qy^d']]",3666-31,1437,"{F Oh, } he is going to build you a fence. /",,[]
"Yeah,  so  ",3666-0,3666-62,,,"[['Yeah,  /', 'b'], ['{C so } --', 'qy^d']]",3666-61,1437,"Yeah,  /{C so } --",,[]
" Oh,   oh,  its just suggested? ",3666-0,3666-174,,,"[[""{F Oh, } {F oh, } it's just suggested? /"", 'qy^d']]",3666-173,1437,"{F Oh, } {F oh, } it's just suggested? /",,[]
" Um,  even in an office? ",3845-0,3845-17,,,"[['{F Um, } even in an office? /', 'qy^d']]",3845-16,1436,"{F Um, } even in an office? /",,[]
" Oh,  they do? ",3845-0,3845-35,,,"[['{F Oh, } they do? /', 'qy^d']]",3845-34,1436,"{F Oh, } they do? /",,[]
"Panchos, thats,",3898-0,3898-10,,,"[[""Pancho's, that's,"", 'qy^d']]",3898-9,1478,"Pancho's, that's,",,[]
"  Oh,   you grew up in Orlando. Uhhuh. ",3898-0,3898-62,,,"[['# {F Oh, } # you grew up in Orlando.  /', 'qy^d'], ['Uh-huh. /', '%']]",3898-61,1478,"# {F Oh, } # you grew up in Orlando.  /Uh-huh. /",,[]
"  Well,  great. Im sure youve seen some interesting developments in acoustics. ",3898-0,3898-67,,,"[['<Lipsmack> {D Well, } great.  /', 'ba'], [""I'm sure you've seen some interesting developments in acoustics. /"", 'qy^d']]",3898-66,1402,"<Lipsmack> {D Well, } great.  /I'm sure you've seen some interesting developments in acoustics. /",,[]
" Oh,  they saw the husband,",3926-0,3926-50,,,"[['{F Oh, } they saw the husband,', 'qy^d']]",3926-49,1501,"{F Oh, } they saw the husband,",,[]
"   But  you    so  you  know what  Im saying,  yeah.  ",4675-0,4675-30,,,"[[""# [ {C But } you <laughter> +  {C so } you ]  know what # I'm saying,  /"", 'qy^d'], ['# yeah. # /', '%']]",4675-29,1481,"# [ {C But } you <laughter> +  {C so } you ]  know what # I'm saying,  /# yeah. # /",,[]
" Oh,  it is? ",4675-0,4675-107,,,"[['{F Oh, } it is? /', 'qy^d']]",4675-106,1695,"{F Oh, } it is? /",,[]
"Yeah.  And,   uh,  my little boy  has,  watches  a program that was really neat. I sat and watched him. You know the Barney?  You know the little,  I dont know if you know the little  character Barney. ",4829-0,4829-58,,,"[['Yeah.  /', 'b'], ['{C And, } {F uh, } my little  boy [ has, +  watches ] a program that was really neat.  /', 'sd'], ['I sat and watched him.  /', 'sd'], ['You know the Barney?  /', 'qy'], [""[ You know the little, +  I don't know if you know the little ] character Barney. /"", 'qy^d']]",4829-57,1563,"Yeah.  /{C And, } {F uh, } my little  boy [ has, +  watches ] a program that was really neat.  /I sat and watched him.  /You know the Barney?  /[ You know the little, +  I don't know if you know the little ] character Barney. /",,[]
 So  you work for it T I then . pause You cant say? ,2085-0,2085-12,,,"[['{D So } you work for it T I then <music>.  /', 'qy^d'], [""<<pause>> You can't say? /"", 'qy^d']]",2085-11,1051,{D So } you work for it T I then <music>.  /<<pause>> You can't say? /,,[]
" And  your cousins a kid, ",2181-0,2181-80,,,"[[""{C And } your cousin's a kid, /"", 'qy^d']]",2181-79,1174,"{C And } your cousin's a kid, /",,[]
" So,  you like fresh water. ",2268-0,2268-2,,,"[['{C So, } you like fresh water. /', 'qy^d']]",2268-1,1112,"{C So, } you like fresh water. /",,[]
" Oh,  really because of  like  the crosspollination,  or,  ",2283-0,2283-51,,,"[['{F Oh, } really  /', 'bh'], ['because of  {D like } the cross-pollination,  /', 'qy^d'], ['{C or, } -/', '%']]",2283-50,1214,"{F Oh, } really  /because of  {D like } the cross-pollination,  /{C or, } -/",,[]
You did? ,2424-0,2424-98,,,"[['You did? /', 'qy^d']]",2424-97,1016,You did? /,,[]
"Sure, you ready? ",2431-0,2431-9,,,"[['Sure,  /', 'aa'], ['you ready? /', 'qy^d']]",2431-8,1039,"Sure,  /you ready? /",,[]
"  because  you always think,   I mean,  I dont know, maybe you dont,  but   just like me, I always think  well,   you know,  these things must be safe,  but  thats just like,  I dont know if youve heard about it a few years ago, they said,   you know,  before they had  the,   like  the  shoulder strap thing where it was just like a seat belt that goes across your waist? ",2431-0,2431-43,,,"[['-- {C because } you always think, - /', 'sv'], [""{E I mean, } I don't know,  /"", 'h'], [""maybe you don't,  /"", 'sv'], ['{C but } <breathing> just like me, I always think  {D well, } {D you know, } these things must be safe,  /', 'sd(^q)'], [""{C but } that's just like, - /"", '%'], [""I don't know if you've heard about it a few years ago, they said, <breathing> {D you know, }  before they had [ the, +  {D like } the ] shoulder strap thing where it was just like a seat belt   that goes across your waist? /"", 'qy^d']]",2431-42,1039,"-- {C because } you always think, - /{E I mean, } I don't know,  /maybe you don't,  /{C but } <breathing> just like me, I always think  {D well, } {D you know, } these things must be safe,  /{C but } that's just like, - /I don't know if you've heard about it a few years ago, they said, <breathing> {D you know, }  before they had [ the, +  {D like } the ] shoulder strap thing where it was just like a seat belt   that goes across your waist? /",,[]
" Oh.  I was wondering if all vans did that, ",2431-0,2431-107,,,"[['{F Oh. } I was wondering if all vans did that, /', 'qy^d']]",2431-106,1039,"{F Oh. } I was wondering if all vans did that, /",,[]
" They dont,  they dont  probably take a lot of refugees from other countries either. ",2514-0,2514-43,,,"[[""[ They don't, +  they don't ]  probably take a lot of refugees from other countries either. /"", 'qy^d']]",2514-42,1083,"[ They don't, +  they don't ]  probably take a lot of refugees from other countries either. /",,[]
" Well,  let me explain  fly,  fly  fishing to you then. Youre not casting a weight on the end of the line? ",2586-0,2586-26,,,"[['{D Well, } let me explain [ fly, + fly ] fishing to you then.  /', 'co'], [""You're not casting a weight on the end of the line? /"", 'qy^d']]",2586-25,1138,"{D Well, } let me explain [ fly, + fly ] fishing to you then.  /You're not casting a weight on the end of the line? /",,[]
 Um.   So  youre fishing downstream so it will carry some? ,2586-0,2586-41,,,"[[""{F Um. }  {C So } you're fishing downstream so it will carry some? /"", 'qy^d']]",2586-40,1209,{F Um. }  {C So } you're fishing downstream so it will carry some? /,,[]
"Did someone just come up with this design,   and,    and   youre going to make one for yourself, ",2586-0,2586-67,,,"[['Did someone just come up with this design,  /', 'qy'], [""[ {C and, } + {C and } ] you're going to make one for yourself, /"", 'qy^d']]",2586-66,1209,"Did someone just come up with this design,  /[ {C and, } + {C and } ] you're going to make one for yourself, /",,[]
"I went to college at Tech,  so.  Youve been out to Buffalo Gap fishing. ",2586-0,2586-87,,,"[['I went to college at Tech,  /', 'sd'], [""{C so. } You've been out to  Buffalo Gap fishing. /"", 'qy^d']]",2586-86,1209,"I went to college at Tech,  /{C so. } You've been out to  Buffalo Gap fishing. /",,[]
" out there,  and   you know how it is. The waters kind of, ",2586-0,2586-128,,,"[['# out there,  /', '+'], ['{C and } # you know how it is.  /', 'qy^d'], [""The water's kind of, -/"", 'sd']]",2586-127,1138,"# out there,  /{C and } # you know how it is.  /The water's kind of, -/",,[]
  So  you do eat out a lot. ,2661-0,2661-122,,,"[['<Laughter>  {D So } you do eat out a lot. /', 'qy^d']]",2661-121,1233,<Laughter>  {D So } you do eat out a lot. /,,[]
"  Well  what are your,  I guess this is your first time to buy American,  so.  ",2751-0,2751-54,,,"[['<Laughter> {D Well } what are your, - /', 'qw'], ['I guess this is  your first time to buy American,  /', 'qy^d'], ['{C so. } -/', '%']]",2751-53,1061,"<Laughter> {D Well } what are your, - /I guess this is  your first time to buy American,  /{C so. } -/",,[]
Exactly. I guess the weather hasnt been too different between us. ,2927-0,2927-3,,,"[['Exactly.  /', 'aa'], [""I guess the weather hasn't been too different between us. /"", 'qy^d']]",2927-2,1260,Exactly.  /I guess the weather hasn't been too different between us. /,,[]
  Well  then youve been  getting quite a bit of rain also. ,2927-0,2927-11,,,"[[""# {D Well } then you've been # getting quite a bit of rain also. /"", 'qy^d']]",2927-10,1260,# {D Well } then you've been # getting quite a bit of rain also. /,,[]
Theyre cheaper there? ,2996-0,2996-90,,,"[[""They're cheaper there? /"", 'qy^d']]",2996-89,1156,They're cheaper there? /,,[]
"You bet you. You bet you. You know how they came up with the retriever, dont you, the Golden? ",3007-0,3007-61,,,"[['You bet you.  /', 'aa'], ['You bet you.  /', 'aa^r'], [""You know how they came up with the retriever, don't you, the Golden? /"", 'qy^d']]",3007-60,1022,"You bet you.  /You bet you.  /You know how they came up with the retriever, don't you, the Golden? /",,[]
I hope youre not a lawyer . ,3029-0,3029-129,,,"[[""I hope you're not a lawyer <laughter>. /"", 'qy^d']]",3029-128,1279,I hope you're not a lawyer <laughter>. /,,[]
"In fact, I am at work right now.  Uh,   and so  let me take the lead,  uh,  Angela.  Uh,  I think what is really important,  uh,   noise of course, salary is very important, because thats why you are working  for your,   for the money,  but,  job satisfaction to me is also,  uh,  very important in having a job.  And,   uh,  one of the things that,  uh,  she asked us to discuss was benefits.  Uh,  Im assuming that you are married and have a husband that supports you. ",3092-0,3092-10,,,"[['In fact, I am at work right now.  /', 'sd'], ['{F Uh, }  {C and so } let me take the lead, {F uh, } Angela.  /', 'co'], ['{F Uh, } I think what is really important, {F uh, } - /', 'sv'], [""<noise> of course, salary is very important, because that's why you are working  [ for your, + ] for the money, {C but, } job satisfaction to me is also, {F uh, }  very important in having a job.  /"", 'sv'], ['{C And, } {F uh, } one of the things that, {F uh, } she asked us to  discuss was benefits.  /', 'sd^t'], [""{F Uh, } I'm assuming that you are married and have a husband that supports you. /"", 'qy^d']]",3092-9,1320,"In fact, I am at work right now.  /{F Uh, }  {C and so } let me take the lead, {F uh, } Angela.  /{F Uh, } I think what is really important, {F uh, } - /<noise> of course, salary is very important, because that's why you are working  [ for your, + ] for the money, {C but, } job satisfaction to me is also, {F uh, }  very important in having a job.  /{C And, } {F uh, } one of the things that, {F uh, } she asked us to  discuss was benefits.  /{F Uh, } I'm assuming that you are married and have a husband that supports you. /",,[]
You have children? I assume so. ,3384-0,3384-14,,,"[['You have children?  /', 'qy^d'], ['I assume so. /', 'qy^d']]",3384-13,1005,You have children?  /I assume so. /,,[]
  So  youve come to a definite opinion on it now? ,3543-0,3543-43,,,"[[""<Lipsmack> {C So } you've come to a definite opinion on it now? /"", 'qy^d']]",3543-42,1353,<Lipsmack> {C So } you've come to a definite opinion on it now? /,,[]
" I see,   so,    so     if,  if  William Kennedy Smith had been found guilty, you believe he should have been,  uh,  executed? ",3543-0,3543-58,,,"[['# I see,  /', 'b'], ['[ {C so, } + {C so } ] # [  if, + if ] William Kennedy Smith had been found guilty, you believe he should have been, {F uh, } executed? /', 'qy^d']]",3543-57,1464,"# I see,  /[ {C so, } + {C so } ] # [  if, + if ] William Kennedy Smith had been found guilty, you believe he should have been, {F uh, } executed? /",,[]
" You know,  Ive watched that one time  and  it was really good,  but  now thats on, what, Saturday night? ",3777-0,3777-9,,,"[[""{D You know, } I've watched that one time  /"", 'sd'], ['{C and }  it was really good,  /', 'sv'], [""{C but } now that's on, what, Saturday night? /"", 'qy^d']]",3777-8,1477,"{D You know, } I've watched that one time  /{C and }  it was really good,  /{C but } now that's on, what, Saturday night? /",,[]
"  uh,  one of the first STAR WARS movie? ",3777-0,3777-50,,,"[['-- {F uh, } one of the first STAR WARS movie? -/', 'qy^d']]",3777-49,1417,"-- {F uh, } one of the first STAR WARS movie? -/",,[]
