id,timestamp,text,speaker,reply_to,conversation_id,meta.tag,vectors,clean_text
3421-31,,They're really good? /,1353,3421-30,3421-0,"[[""They're really good? /"", 'qy^d']]",[],Theyre really good? 
3453-40,,Did you. /,1383,3453-39,3453-0,"[['Did you. /', 'qy^d']]",[],Did you. 
3453-54,,They went all the way down? /,1383,3453-53,3453-0,"[['They went all the way down? /', 'qy^d']]",[],They went all the way down? 
3453-67,,I don't know if you've ever looked at a Continental. /,1436,3453-66,3453-0,"[[""I don't know if you've ever looked at a Continental. /"", 'qy^d']]",[],I dont know if youve ever looked at a Continental. 
3666-32,,"{F Oh, } he is going to build you a fence. /",1437,3666-31,3666-0,"[['{F Oh, } he is going to build you a fence. /', 'qy^d']]",[]," Oh,  he is going to build you a fence. "
3666-62,,"Yeah,  /{C so } --",1437,3666-61,3666-0,"[['Yeah,  /', 'b'], ['{C so } --', 'qy^d']]",[],"Yeah,  so  "
3666-174,,"{F Oh, } {F oh, } it's just suggested? /",1437,3666-173,3666-0,"[[""{F Oh, } {F oh, } it's just suggested? /"", 'qy^d']]",[]," Oh,   oh,  its just suggested? "
3845-17,,"{F Um, } even in an office? /",1436,3845-16,3845-0,"[['{F Um, } even in an office? /', 'qy^d']]",[]," Um,  even in an office? "
3845-35,,"{F Oh, } they do? /",1436,3845-34,3845-0,"[['{F Oh, } they do? /', 'qy^d']]",[]," Oh,  they do? "
3898-10,,"Pancho's, that's,",1478,3898-9,3898-0,"[[""Pancho's, that's,"", 'qy^d']]",[],"Panchos, thats,"
3898-62,,"# {F Oh, } # you grew up in Orlando.  /Uh-huh. /",1478,3898-61,3898-0,"[['# {F Oh, } # you grew up in Orlando.  /', 'qy^d'], ['Uh-huh. /', '%']]",[],"  Oh,   you grew up in Orlando. Uhhuh. "
3898-67,,"<Lipsmack> {D Well, } great.  /I'm sure you've seen some interesting developments in acoustics. /",1402,3898-66,3898-0,"[['<Lipsmack> {D Well, } great.  /', 'ba'], [""I'm sure you've seen some interesting developments in acoustics. /"", 'qy^d']]",[],"  Well,  great. Im sure youve seen some interesting developments in acoustics. "
3926-50,,"{F Oh, } they saw the husband,",1501,3926-49,3926-0,"[['{F Oh, } they saw the husband,', 'qy^d']]",[]," Oh,  they saw the husband,"
4675-30,,"# [ {C But } you <laughter> +  {C so } you ]  know what # I'm saying,  /# yeah. # /",1481,4675-29,4675-0,"[[""# [ {C But } you <laughter> +  {C so } you ]  know what # I'm saying,  /"", 'qy^d'], ['# yeah. # /', '%']]",[],"   But  you    so  you  know what  Im saying,  yeah.  "
4675-107,,"{F Oh, } it is? /",1695,4675-106,4675-0,"[['{F Oh, } it is? /', 'qy^d']]",[]," Oh,  it is? "
4829-58,,"Yeah.  /{C And, } {F uh, } my little  boy [ has, +  watches ] a program that was really neat.  /I sat and watched him.  /You know the Barney?  /[ You know the little, +  I don't know if you know the little ] character Barney. /",1563,4829-57,4829-0,"[['Yeah.  /', 'b'], ['{C And, } {F uh, } my little  boy [ has, +  watches ] a program that was really neat.  /', 'sd'], ['I sat and watched him.  /', 'sd'], ['You know the Barney?  /', 'qy'], [""[ You know the little, +  I don't know if you know the little ] character Barney. /"", 'qy^d']]",[],"Yeah.  And,   uh,  my little boy  has,  watches  a program that was really neat. I sat and watched him. You know the Barney?  You know the little,  I dont know if you know the little  character Barney. "
2085-12,,{D So } you work for it T I then <music>.  /<<pause>> You can't say? /,1051,2085-11,2085-0,"[['{D So } you work for it T I then <music>.  /', 'qy^d'], [""<<pause>> You can't say? /"", 'qy^d']]",[], So  you work for it T I then . pause You cant say? 
2181-80,,"{C And } your cousin's a kid, /",1174,2181-79,2181-0,"[[""{C And } your cousin's a kid, /"", 'qy^d']]",[]," And  your cousins a kid, "
2268-2,,"{C So, } you like fresh water. /",1112,2268-1,2268-0,"[['{C So, } you like fresh water. /', 'qy^d']]",[]," So,  you like fresh water. "
2283-51,,"{F Oh, } really  /because of  {D like } the cross-pollination,  /{C or, } -/",1214,2283-50,2283-0,"[['{F Oh, } really  /', 'bh'], ['because of  {D like } the cross-pollination,  /', 'qy^d'], ['{C or, } -/', '%']]",[]," Oh,  really because of  like  the crosspollination,  or,  "
2424-98,,You did? /,1016,2424-97,2424-0,"[['You did? /', 'qy^d']]",[],You did? 
2431-9,,"Sure,  /you ready? /",1039,2431-8,2431-0,"[['Sure,  /', 'aa'], ['you ready? /', 'qy^d']]",[],"Sure, you ready? "
2431-43,,"-- {C because } you always think, - /{E I mean, } I don't know,  /maybe you don't,  /{C but } <breathing> just like me, I always think  {D well, } {D you know, } these things must be safe,  /{C but } that's just like, - /I don't know if you've heard about it a few years ago, they said, <breathing> {D you know, }  before they had [ the, +  {D like } the ] shoulder strap thing where it was just like a seat belt   that goes across your waist? /",1039,2431-42,2431-0,"[['-- {C because } you always think, - /', 'sv'], [""{E I mean, } I don't know,  /"", 'h'], [""maybe you don't,  /"", 'sv'], ['{C but } <breathing> just like me, I always think  {D well, } {D you know, } these things must be safe,  /', 'sd(^q)'], [""{C but } that's just like, - /"", '%'], [""I don't know if you've heard about it a few years ago, they said, <breathing> {D you know, }  before they had [ the, +  {D like } the ] shoulder strap thing where it was just like a seat belt   that goes across your waist? /"", 'qy^d']]",[],"  because  you always think,   I mean,  I dont know, maybe you dont,  but   just like me, I always think  well,   you know,  these things must be safe,  but  thats just like,  I dont know if youve heard about it a few years ago, they said,   you know,  before they had  the,   like  the  shoulder strap thing where it was just like a seat belt that goes across your waist? "
2431-107,,"{F Oh. } I was wondering if all vans did that, /",1039,2431-106,2431-0,"[['{F Oh. } I was wondering if all vans did that, /', 'qy^d']]",[]," Oh.  I was wondering if all vans did that, "
2514-43,,"[ They don't, +  they don't ]  probably take a lot of refugees from other countries either. /",1083,2514-42,2514-0,"[[""[ They don't, +  they don't ]  probably take a lot of refugees from other countries either. /"", 'qy^d']]",[]," They dont,  they dont  probably take a lot of refugees from other countries either. "
2586-26,,"{D Well, } let me explain [ fly, + fly ] fishing to you then.  /You're not casting a weight on the end of the line? /",1138,2586-25,2586-0,"[['{D Well, } let me explain [ fly, + fly ] fishing to you then.  /', 'co'], [""You're not casting a weight on the end of the line? /"", 'qy^d']]",[]," Well,  let me explain  fly,  fly  fishing to you then. Youre not casting a weight on the end of the line? "
2586-41,,{F Um. }  {C So } you're fishing downstream so it will carry some? /,1209,2586-40,2586-0,"[[""{F Um. }  {C So } you're fishing downstream so it will carry some? /"", 'qy^d']]",[], Um.   So  youre fishing downstream so it will carry some? 
2586-67,,"Did someone just come up with this design,  /[ {C and, } + {C and } ] you're going to make one for yourself, /",1209,2586-66,2586-0,"[['Did someone just come up with this design,  /', 'qy'], [""[ {C and, } + {C and } ] you're going to make one for yourself, /"", 'qy^d']]",[],"Did someone just come up with this design,   and,    and   youre going to make one for yourself, "
2586-87,,"I went to college at Tech,  /{C so. } You've been out to  Buffalo Gap fishing. /",1209,2586-86,2586-0,"[['I went to college at Tech,  /', 'sd'], [""{C so. } You've been out to  Buffalo Gap fishing. /"", 'qy^d']]",[],"I went to college at Tech,  so.  Youve been out to Buffalo Gap fishing. "
2586-128,,"# out there,  /{C and } # you know how it is.  /The water's kind of, -/",1138,2586-127,2586-0,"[['# out there,  /', '+'], ['{C and } # you know how it is.  /', 'qy^d'], [""The water's kind of, -/"", 'sd']]",[]," out there,  and   you know how it is. The waters kind of, "
2661-122,,<Laughter>  {D So } you do eat out a lot. /,1233,2661-121,2661-0,"[['<Laughter>  {D So } you do eat out a lot. /', 'qy^d']]",[],  So  you do eat out a lot. 
2751-54,,"<Laughter> {D Well } what are your, - /I guess this is  your first time to buy American,  /{C so. } -/",1061,2751-53,2751-0,"[['<Laughter> {D Well } what are your, - /', 'qw'], ['I guess this is  your first time to buy American,  /', 'qy^d'], ['{C so. } -/', '%']]",[],"  Well  what are your,  I guess this is your first time to buy American,  so.  "
2927-3,,Exactly.  /I guess the weather hasn't been too different between us. /,1260,2927-2,2927-0,"[['Exactly.  /', 'aa'], [""I guess the weather hasn't been too different between us. /"", 'qy^d']]",[],Exactly. I guess the weather hasnt been too different between us. 
2927-11,,# {D Well } then you've been # getting quite a bit of rain also. /,1260,2927-10,2927-0,"[[""# {D Well } then you've been # getting quite a bit of rain also. /"", 'qy^d']]",[],  Well  then youve been  getting quite a bit of rain also. 
2996-90,,They're cheaper there? /,1156,2996-89,2996-0,"[[""They're cheaper there? /"", 'qy^d']]",[],Theyre cheaper there? 
3007-61,,"You bet you.  /You bet you.  /You know how they came up with the retriever, don't you, the Golden? /",1022,3007-60,3007-0,"[['You bet you.  /', 'aa'], ['You bet you.  /', 'aa^r'], [""You know how they came up with the retriever, don't you, the Golden? /"", 'qy^d']]",[],"You bet you. You bet you. You know how they came up with the retriever, dont you, the Golden? "
3029-129,,I hope you're not a lawyer <laughter>. /,1279,3029-128,3029-0,"[[""I hope you're not a lawyer <laughter>. /"", 'qy^d']]",[],I hope youre not a lawyer . 
3092-10,,"In fact, I am at work right now.  /{F Uh, }  {C and so } let me take the lead, {F uh, } Angela.  /{F Uh, } I think what is really important, {F uh, } - /<noise> of course, salary is very important, because that's why you are working  [ for your, + ] for the money, {C but, } job satisfaction to me is also, {F uh, }  very important in having a job.  /{C And, } {F uh, } one of the things that, {F uh, } she asked us to  discuss was benefits.  /{F Uh, } I'm assuming that you are married and have a husband that supports you. /",1320,3092-9,3092-0,"[['In fact, I am at work right now.  /', 'sd'], ['{F Uh, }  {C and so } let me take the lead, {F uh, } Angela.  /', 'co'], ['{F Uh, } I think what is really important, {F uh, } - /', 'sv'], [""<noise> of course, salary is very important, because that's why you are working  [ for your, + ] for the money, {C but, } job satisfaction to me is also, {F uh, }  very important in having a job.  /"", 'sv'], ['{C And, } {F uh, } one of the things that, {F uh, } she asked us to  discuss was benefits.  /', 'sd^t'], [""{F Uh, } I'm assuming that you are married and have a husband that supports you. /"", 'qy^d']]",[],"In fact, I am at work right now.  Uh,   and so  let me take the lead,  uh,  Angela.  Uh,  I think what is really important,  uh,   noise of course, salary is very important, because thats why you are working  for your,   for the money,  but,  job satisfaction to me is also,  uh,  very important in having a job.  And,   uh,  one of the things that,  uh,  she asked us to discuss was benefits.  Uh,  Im assuming that you are married and have a husband that supports you. "
3384-14,,You have children?  /I assume so. /,1005,3384-13,3384-0,"[['You have children?  /', 'qy^d'], ['I assume so. /', 'qy^d']]",[],You have children? I assume so. 
3543-43,,<Lipsmack> {C So } you've come to a definite opinion on it now? /,1353,3543-42,3543-0,"[[""<Lipsmack> {C So } you've come to a definite opinion on it now? /"", 'qy^d']]",[],  So  youve come to a definite opinion on it now? 
3543-58,,"# I see,  /[ {C so, } + {C so } ] # [  if, + if ] William Kennedy Smith had been found guilty, you believe he should have been, {F uh, } executed? /",1464,3543-57,3543-0,"[['# I see,  /', 'b'], ['[ {C so, } + {C so } ] # [  if, + if ] William Kennedy Smith had been found guilty, you believe he should have been, {F uh, } executed? /', 'qy^d']]",[]," I see,   so,    so     if,  if  William Kennedy Smith had been found guilty, you believe he should have been,  uh,  executed? "
3777-9,,"{D You know, } I've watched that one time  /{C and }  it was really good,  /{C but } now that's on, what, Saturday night? /",1477,3777-8,3777-0,"[[""{D You know, } I've watched that one time  /"", 'sd'], ['{C and }  it was really good,  /', 'sv'], [""{C but } now that's on, what, Saturday night? /"", 'qy^d']]",[]," You know,  Ive watched that one time  and  it was really good,  but  now thats on, what, Saturday night? "
3777-50,,"-- {F uh, } one of the first STAR WARS movie? -/",1417,3777-49,3777-0,"[['-- {F uh, } one of the first STAR WARS movie? -/', 'qy^d']]",[],"  uh,  one of the first STAR WARS movie? "
3797-6,,Maybe you're not in Dallas. /,1436,3797-5,3797-0,"[[""Maybe you're not in Dallas. /"", 'qy^d']]",[],Maybe youre not in Dallas. 
3911-1,,{D So } you have a son? /,1481,3911-0,3911-0,"[['{D So } you have a son? /', 'qy^d']]",[], So  you have a son? 
4605-73,,-- they can test me all I want.  /I wonder [ what + ] ((   ))  if you take medicine if that would effect it. /,1557,4605-72,4605-0,"[['-- they can test me all I want.  /', '+'], ['I wonder [ what + ] ((   ))  if you take medicine if that would effect it. /', 'qy^d']]",[], they can test me all I want. I wonder  what     if you take medicine if that would effect it. 
4917-38,,{C And so } you've done this? /,1687,4917-37,4917-0,"[[""{C And so } you've done this? /"", 'qy^d']]",[], And so  youve done this? 
4917-47,,"# <Laughter> Yeah.  /[ You + # you ]  don't get involved in, # {F uh, } car decisions? # /",1423,4917-46,4917-0,"[['# <Laughter> Yeah.  /', 'b'], [""[ You + # you ]  don't get involved in, # {F uh, } car decisions? # /"", 'qy^d']]",[],"  Yeah.  You   you  dont get involved in,   uh,  car decisions?  "
2019-38,,"{C And, } {F uh, } I don't know if you get that kind of greeting or not. /",1142,2019-37,2019-0,"[[""{C And, } {F uh, } I don't know if you get that kind of greeting or not. /"", 'qy^d']]",[]," And,   uh,  I dont know if you get that kind of greeting or not. "
2071-4,,"{F Oh, } you do want a lot of that stuff? /",1016,2071-3,2071-0,"[['{F Oh, } you do want a lot of that stuff? /', 'qy^d']]",[]," Oh,  you do want a lot of that stuff? "
2110-85,,For T I. /,1174,2110-84,2110-0,"[['For T I. /', 'qy^d']]",[],For T I. 
2180-36,,You're kidding. /,1117,2180-35,2180-0,"[[""You're kidding. /"", 'qy^d']]",[],Youre kidding. 
2185-24,,"{C And } it's not scratching your floor,",1142,2185-23,2185-0,"[[""{C And } it's not scratching your floor,"", 'qy^d']]",[]," And  its not scratching your floor,"
2185-72,,Spots in it. /,1142,2185-71,2185-0,"[['Spots in it. /', 'qy^d']]",[],Spots in it. 
2185-96,,"{C But } you're glad you're doing it,  /right? /",1142,2185-95,2185-0,"[[""{C But } you're glad you're doing it,  /"", 'qy^d'], ['right? /', '^g']]",[]," But  youre glad youre doing it, right? "
2185-102,,You don't have any carpet down in your house? /,1142,2185-101,2185-0,"[[""You don't have any carpet down in your house? /"", 'qy^d']]",[],You dont have any carpet down in your house? 
2235-48,,"{C But } isn't it part of our income,  /it's not part of our taxes? /",1052,2235-47,2235-0,"[[""{C But } isn't it part of our income,  /"", 'qy'], [""it's not part of our taxes? /"", 'qy^d']]",[]," But  isnt it part of our income, its not part of our taxes? "
2448-2,,"{F Oh, } you are? /",1133,2448-1,2448-0,"[['{F Oh, } you are? /', 'qy^d']]",[]," Oh,  you are? "
2448-26,,"-- [ {C or, } + {C or, } ] {F uh, } now what was it they called them?  /The military version, attack weapons,",1133,2448-25,2448-0,"[['-- [ {C or, } + {C or, } ] {F uh, } now what was it they called them?  /', 't1'], ['The military version, attack weapons,', 'qy^d']]",[],"   or,    or,    uh,  now what was it they called them? The military version, attack weapons,"
2793-8,,"{F Oh, } they will? /",1209,2793-7,2793-0,"[['{F Oh, } they will? /', 'qy^d']]",[]," Oh,  they will? "
2793-12,,Then there's no age limit? /,1209,2793-11,2793-0,"[[""Then there's no age limit? /"", 'qy^d']]",[],Then theres no age limit? 
2793-14,,Your kidding. /   *[[typo -> you're]],1209,2793-13,2793-0,"[[""Your kidding. /   *[[typo -> you're]]"", 'qy^d']]",[],Your kidding.  typo  youre
2793-30,,"[ (( I )) , +  I ]  will be compensated for this,  /I'm not just going to, -/Okay. /",1209,2793-29,2793-0,"[['[ (( I )) , +  I ]  will be compensated for this,  /', 'qy^d'], [""I'm not just going to, -/"", 'qy^d'], ['Okay. /', 'bk']]",[],"  I  ,  I  will be compensated for this, Im not just going to, Okay. "
2793-37,,"{D Okay, } currently in our country, especially in some regions, there's an employment problem.  /You're aware of that I'm sure. /",1156,2793-36,2793-0,"[[""{D Okay, } currently in our country, especially in some regions, there's an employment problem.  /"", 'sd'], [""You're aware of that I'm sure. /"", 'qy^d']]",[]," Okay,  currently in our country, especially in some regions, theres an employment problem. Youre aware of that Im sure. "
2793-80,,"All right,  /I wonder [ if, + if ] they didn't make it mandatory if they would actually get enough people volunteering [ to, + to ]  do it [ that it, + {D you know, } that they ] would have enough. /",1209,2793-79,2793-0,"[['All right,  /', 'aa'], [""I wonder [ if, + if ] they didn't make it mandatory if they would actually get enough people volunteering [ to, + to ]  do it [ that it, + {D you know, } that they ] would have enough. /"", 'qy^d']]",[],"All right, I wonder  if,  if  they didnt make it mandatory if they would actually get enough people volunteering  to,  to  do it  that it,   you know,  that they  would have enough. "
2963-10,,{C So } you are going to have to go there? /,1239,2963-9,2963-0,"[['{C So } you are going to have to go there? /', 'qy^d']]",[], So  you are going to have to go there? 
3071-104,,"Uh-huh.  /I was wondering [ if your, + if your ]  spouse, - /{C or } [ if, + {D you know, } if ] you had, {F uh, } other musical people in your family. /",1013,3071-103,3071-0,"[['Uh-huh.  /', 'b'], ['I was wondering [ if your, + if your ]  spouse, - /', 'qy^d'], ['{C or } [ if, + {D you know, } if ] you had, {F uh, } other musical people in your family. /', 'qrr']]",[],"Uhhuh. I was wondering  if your,  if your  spouse,   or   if,   you know,  if  you had,  uh,  other musical people in your family. "
3071-106,,"{F Uh, } if you have other people in your  family who are also musical. /",1013,3071-105,3071-0,"[['{F Uh, } if you have other people in your  family who are also musical. /', 'qy^d']]",[]," Uh,  if you have other people in your family who are also musical. "
3087-29,,"Uh-huh.  /{D Like, } {C so } you're in the marching  band and stuff in high school. /",1120,3087-28,3087-0,"[['Uh-huh.  /', 'b'], [""{D Like, } {C so } you're in the marching  band and stuff in high school. /"", 'qy^d']]",[],"Uhhuh.  Like,   so  youre in the marching band and stuff in high school. "
3371-25,,{C But } {E I mean } it doesn't give you trouble? /,1366,3371-24,3371-0,"[[""{C But } {E I mean } it doesn't give you trouble? /"", 'qy^d']]",[], But   I mean  it doesnt give you trouble? 
3371-29,,No cracked slab or anything like that? /,1366,3371-28,3371-0,"[['No cracked slab or anything like that? /', 'qy^d']]",[],No cracked slab or anything like that? 
3371-43,,{C So } you have a probably a more pitched roof than is typical around here. /,1366,3371-42,3371-0,"[['{C So } you have a probably a more pitched roof than is typical around here. /', 'qy^d']]",[], So  you have a probably a more pitched roof than is typical around here. 
3371-77,,Yours is a slab I assume. /,1366,3371-76,3371-0,"[['Yours is a slab I assume. /', 'qy^d']]",[],Yours is a slab I assume. 
3626-54,,"{C And } you're going to be an [ engineer, + computer engineer ]  type. /",1477,3626-53,3626-0,"[[""{C And } you're going to be an [ engineer, + computer engineer ]  type. /"", 'qy^d']]",[]," And  youre going to be an  engineer,  computer engineer  type. "
4821-63,,{C So } those evening shows are probably also  at a time when you're at liberty to take some time off and be in front of the T V set for  awhile # without interruption. # /,1423,4821-62,4821-0,"[[""{C So } those evening shows are probably also  at a time when you're at liberty to take some time off and be in front of the T V set for  awhile # without interruption. # /"", 'qy^d']]",[], So  those evening shows are probably also at a time when youre at liberty to take some time off and be in front of the T V set for awhile  without interruption.  
4856-22,,"{C But } [ I, + I ] just feel [ that, + that ]  capital punishment needs to stay within the system.  /Not all states have them  /{C but } I, <inhaling>  {D you know, } [ was that, + was that  the, + I'm not sure if that was in, - /was that the man  [ that, + that ] claimed he was abused - /{C or, } -/",1621,4856-21,4856-0,"[['{C But } [ I, + I ] just feel [ that, + that ]  capital punishment needs to stay within the system.  /', 'sv'], ['Not all states have them  /', 'sd'], [""{C but } I, <inhaling>  {D you know, } [ was that, + was that  the, + I'm not sure if that was in, - /"", 'qy^d'], ['was that the man  [ that, + that ] claimed he was abused - /', 'qy'], ['{C or, } -/', '%']]",[]," But   I,  I  just feel  that,  that  capital punishment needs to stay within the system. Not all states have them  but  I,   you know,   was that,  was that the,  Im not sure if that was in,  was that the man  that,  that  claimed he was abused   or,  "
4856-24,,# {C And } that he had # -- -/,1621,4856-23,4856-0,"[['# {C And } that he had # -- -/', 'qy^d']]",[],  And  that he had   
2122-2,,{C But } you have one at work. /,1112,2122-1,2122-0,"[['{C But } you have one at work. /', 'qy^d']]",[], But  you have one at work. 
2482-0,,"{F Uh, } {C so, } you have children I take it? /",1004,,2482-0,"[['{F Uh, } {C so, } you have children I take it? /', 'qy^d']]",[]," Uh,   so,  you have children I take it? "
2482-14,,"{C And, } {F uh, } <laughter> you know how they  are at that age, I guess.",1004,2482-13,2482-0,"[['{C And, } {F uh, } <laughter> you know how they  are at that age, I guess.', 'qy^d']]",[]," And,   uh,   you know how they are at that age, I guess."
2482-50,,You're working then? /,1004,2482-49,2482-0,"[[""You're working then? /"", 'qy^d']]",[],Youre working then? 
2482-59,,"Yeah.  /Yeah,  /I'm sure it does.  /<sniffing>  {C So, } [ you only have the, + you only have ] the stepdaughter at home? /",1209,2482-58,2482-0,"[['Yeah.  /', 'aa'], ['Yeah,  /', 'aa'], [""I'm sure it does.  /"", 'sv'], ['<sniffing>  {C So, } [ you only have the, + you only have ] the stepdaughter at home? /', 'qy^d']]",[],"Yeah. Yeah, Im sure it does. sniffing  So,   you only have the,  you only have  the stepdaughter at home? "
2482-61,,You all don't have any other children around there? /,1209,2482-60,2482-0,"[[""You all don't have any other children around there? /"", 'qy^d']]",[],You all dont have any other children around there? 
2482-119,,"Uh-huh,  /she likes to do that? /",1209,2482-118,2482-0,"[['Uh-huh,  /', 'b'], ['she likes to do that? /', 'qy^d']]",[],"Uhhuh, she likes to do that? "
2570-154,,"{C So } the Serger is not a sewing  machine, itself.  /It's something that goes with it? /",1156,2570-153,2570-0,"[['{C So } the Serger is not a sewing  machine, itself.  /', 'qy^d'], [""It's something that goes with it? /"", 'qy^d']]",[]," So  the Serger is not a sewing machine, itself. Its something that goes with it? "
2570-156,,"Like an attachment  /{C or, } -/",1156,2570-155,2570-0,"[['Like an attachment  /', 'qy^d'], ['{C or, } -/', '%']]",[],"Like an attachment  or,  "
2622-79,,"{C So } you're taxed on the bonuses too,  /right. /",1028,2622-78,2622-0,"[[""{C So } you're taxed on the bonuses too,  /"", 'qy^d'], ['right. /', '^g']]",[]," So  youre taxed on the bonuses too, right. "
2630-0,,"Okay  /<laughter> he did really decide to go? /Uh-huh,  /sure  /I'm familiar with it, /",1105,,2630-0,"[['Okay  /', 'o'], ['<laughter> he did really decide to go? /', 'qy^d'], ['Uh-huh,  /', 'aa'], ['sure  /', 'aa'], [""I'm familiar with it, /"", 'sd']]",[],"Okay laughter he did really decide to go? Uhhuh, sure Im familiar with it, "
2630-2,,"{C And } [ he, + {D well, } he ]  must know, is he interested in law or medicine,  /he must have a definite profession in mind. /{F Oh, } okay, /Medium size,  /aren't they? /Is he excited? /",1105,2630-1,2630-0,"[['{C And } [ he, + {D well, } he ]  must know, is he interested in law or medicine,  /', 'qr'], ['he must have a definite profession in mind. /', 'qy^d'], ['{F Oh, } okay, /', 'bk'], ['Medium size,  /', 'sd'], [""aren't they? /"", '^g'], ['Is he excited? /', 'qy']]",[]," And   he,   well,  he  must know, is he interested in law or medicine, he must have a definite profession in mind.  Oh,  okay, Medium size, arent they? Is he excited? "
2647-117,,"Sounds  familiar, {F huh? }  /Your, - /it's very fresh in your memory. /",1074,2647-116,2647-0,"[['Sounds  familiar, {F huh? }  /', 'qy^g'], ['Your, - /', '%'], [""it's very fresh in your memory. /"", 'qy^d']]",[],"Sounds familiar,  huh?  Your,  its very fresh in your memory. "
2926-167,,"[ {C But, } + {C but, } ] {F uh, } smaller schools  aren't like that, {F uh, } /",1257,2926-166,2926-0,"[[""[ {C But, } + {C but, } ] {F uh, } smaller schools  aren't like that, {F uh, } /"", 'qy^d']]",[],"  But,    but,    uh,  smaller schools arent like that,  uh,  "
2926-169,,"[ only, + only ] the big time schools show that. /",1257,2926-168,2926-0,"[['[ only, + only ] the big time schools show that. /', 'qy^d']]",[]," only,  only  the big time schools show that. "
3050-43,,"{C And } [ you don't, +you don't ] have the length of the playing  time that we do. /",1028,3050-42,3050-0,"[[""{C And } [ you don't, +"", 'qy^d'], [""you don't ] have the length of the playing  time that we do. /"", '+']]",[]," And   you dont, you dont  have the length of the playing time that we do. "
3065-86,,"[ [ Eng-, + Eng-, ] + England ] is not? /",1284,3065-85,3065-0,"[['[ [ Eng-, + Eng-, ] + England ] is not? /', 'qy^d']]",[],"  Eng,  Eng,   England  is not? "
3908-14,,"Yeah.  /{D Well, } what changes do you think are most significant over the past few years?  /Any individual thing -- /",1390,3908-13,3908-0,"[['Yeah.  /', 'b'], ['{D Well, } what changes do you think are most significant over the past few years?  /', 'qw'], ['Any individual thing -- /', 'qy^d']]",[],"Yeah.  Well,  what changes do you think are most significant over the past few years? Any individual thing  "
3971-56,,"[ [ You hear what, + you hear what, ] + you hear what ] he did. /",1481,3971-55,3971-0,"[['[ [ You hear what, + you hear what, ] + you hear what ] he did. /', 'qy^d']]",[],"  You hear what,  you hear what,   you hear what  he did. "
4037-60,,"Sure,  /yeah,  /[ I understand, + I understand ] your point.  /Yeah.  /{F Uh, } of course, {D you know, } [ [ with, + {F uh, } with, ] + with ] Dahlmer now, {F uh, } [ you, + you ] realize that [ Ohi-, + ] I think it's Ohio, {F uh, } gets to try him next  /{C and } --",1530,4037-59,4037-0,"[['Sure,  /', 'b'], ['yeah,  /', 'b'], ['[ I understand, + I understand ] your point.  /', 'sd'], ['Yeah.  /', '%'], [""{F Uh, } of course, {D you know, } [ [ with, + {F uh, } with, ] + with ] Dahlmer now, {F uh, } [ you, + you ] realize that [ Ohi-, + ] I think it's Ohio, {F uh, } gets to try him next  /"", 'qy^d'], ['{C and } --', 'sd']]",[],"Sure, yeah,  I understand,  I understand  your point. Yeah.  Uh,  of course,  you know,    with,   uh,  with,   with  Dahlmer now,  uh,   you,  you  realize that  Ohi,   I think its Ohio,  uh,  gets to try him next  and  "
2038-12,,"{D Well } the interesting part about it is that, if, realistically it was economic.  /I don't know if you read any of the history on where the Panama Canal  /{C but } there was an option to build it across Nicaragua,  /{F uh, } {C and, } {F uh, } [ [ there were, + {F uh, } there's  a big, ] + there's a big ] lake, /",1073,2038-11,2038-0,"[['{D Well } the interesting part about it is that, if, realistically it was economic.  /', 'sv'], [""I don't know if you read any of the history on where the Panama Canal  /"", 'qy^d'], ['{C but } there was an option to build it across Nicaragua,  /', 'sd'], [""{F uh, } {C and, } {F uh, } [ [ there were, + {F uh, } there's  a big, ] + there's a big ] lake, /"", 'sd']]",[]," Well  the interesting part about it is that, if, realistically it was economic. I dont know if you read any of the history on where the Panama Canal  but  there was an option to build it across Nicaragua,  uh,   and,   uh,    there were,   uh,  theres a big,   theres a big  lake, "
2040-9,,"I guess, {F um, } we're assuming [ that, + that ] Puerto Rico would be per capita significantly more poor perhaps [ than, + than ] {D say } Mississippi  /{C or, } -/",1130,2040-8,2040-0,"[[""I guess, {F um, } we're assuming [ that, + that ] Puerto Rico would be per capita significantly more poor perhaps [ than, + than ] {D say } Mississippi  /"", 'qy^d'], ['{C or, } -/', '%']]",[],"I guess,  um,  were assuming  that,  that  Puerto Rico would be per capita significantly more poor perhaps  than,  than   say  Mississippi  or,  "
2040-15,,"Uh-huh,  /{D well } that's interesting too.  /{D Well } it sounds as though you are in favor of, {F uh, } status quo. /",1130,2040-14,2040-0,"[['Uh-huh,  /', 'b'], [""{D well } that's interesting too.  /"", 'ba'], ['{D Well } it sounds as though you are in favor of, {F uh, } status quo. /', 'qy^d']]",[],"Uhhuh,  well  thats interesting too.  Well  it sounds as though you are in favor of,  uh,  status quo. "
2232-71,,"-- to go beat up on people,  /{C and } [ I think that, + I think ] we need [ to, + ] a little more justice at home.  /I'm not sure how we get that,  /<laughter> wonder if there's a connection there, /{C but }  ((   )) , -/",1083,2232-70,2232-0,"[['-- to go beat up on people,  /', '+'], ['{C and } [ I think that, + I think ] we need [ to, + ] a little more justice at home.  /', 'sv'], [""I'm not sure how we get that,  /"", 'sd'], [""<laughter> wonder if there's a connection there, /"", 'qy^d'], ['{C but }  ((   )) , -/', '%']]",[]," to go beat up on people,  and   I think that,  I think  we need  to,   a little more justice at home. Im not sure how we get that, laughter wonder if theres a connection there,  but    , "
